,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Denmark,0.03153767,0.090683966,0.085057973,0.073578053,0.068512493,0.129190345,0.09762703,0.024140542,0.099795102,0.047344802,0.083612118,0.065082104,0.059211229,0.042412385,0.045526335,0.032291208,0.039700822,0.071459764,0.029527406,0.272128628,0.050000218,0.124513659,0.076896526,0.091143371,0.119923134,0.070220336,0.317310578,0.036461547,0.068901338,0.134346784,0.056685174,0.029499594,0.047688067,0.097765799,0.237735033,0.126414795,0.024389013,0.152000527,0.092434838,0.101142915,0.112460724,0.071610667,0.077474727,0.04399795,0.163303571,0.154559505,0.076745253,0.154453123,0.141968632,0.121571361,0.077825049
Ireland,0.166019054,0.156953019,0.146160413,0.161331695,0.15649213,0.195731714,0.544141227,0.308340557,0.540379858,0.208902138,0.171343983,0.121691981,0.117451782,0.381711464,0.235219398,0.049317481,0.0583259,0.429892867,0.243471594,0.583726293,0.214411417,1.261099879,0.154812514,0.136396374,0.345320831,0.216512702,0.763260581,0.133926067,0.100204662,0.807291036,0.398038226,0.090568928,0.619121474,0.240330914,0.012349872,0.297977732,0.056767531,0.393298314,0.517478993,0.467280267,0.379554944,0.048695254,0.207655309,0.082957492,0.103198784,0.906280736,0.205153163,0.213646388,0.077744727,0.204679467,0.477326969
Norway,0.04819908,0.333089184,0.051182527,0.104629342,0.038848275,0.088783609,0.07998128,0.050475678,0.100856752,0.044941283,0.021815928,0.026571983,0.197047204,0.03682884,0.030631917,0.109790107,0.031368551,0.048206984,0.046104195,0.184881281,0.056004611,0.035809542,0.040487186,0.109414537,0,0.035500281,0.283006732,0.029449711,0.025859268,0.136767447,0.04237726,0.051236136,0.048145506,0.052245851,0.203772886,0.047912313,0.041209022,0.212019997,0.081061674,0.062034321,0.063449125,0.108848214,0.009792345,0.039104681,0.118319485,0.108894197,0.041929114,0.166108231,0.027041644,0.136338504,0.145273425
Sweden,0.079141699,0.205782847,0.128325677,0.068177829,0.119153824,0.228539018,0.188349202,0.013167568,0.356714406,0.092195386,0.101682823,0.090883884,0.072800691,0.068017734,0.031756024,0.155584911,0.045582426,0.180917974,0.129506167,0.386381105,0.083515649,0.141253541,0.134568921,0.131084989,0.037566283,0.099088696,0.132927404,0.031553262,0.066859817,0.344944446,0.056635494,0.05227121,0.094735718,0.195651704,0.108061379,0.08163521,0.045834525,0.21567972,0.111836119,0.092377196,0.261015262,0.048695254,0.132196653,0.062575783,0.233236813,0.40747506,0.116521755,0.193915299,0.141968632,0.175488604,0.124520079
United_Kingdom,2.307010288,1.574761955,1.979866799,1.949480903,1.233435129,2.499842451,3.017806863,2.06730822,3.193443249,1.781869707,1.892555151,0.70666071,2.212170334,1.080500624,1.771311664,1.217672097,1.536078735,2.045110394,1.558218202,5.816489748,1.404263774,2.242712758,2.142762479,1.22544281,2.363786103,2.14406092,5.608678873,1.072810905,1.334984697,5.070078187,1.250203689,1.689757431,1.366303132,2.535184878,1.077526321,2.292235625,1.467545792,3.013172566,2.322913136,1.69582954,4.017431412,1.950674572,2.289104576,1.057588796,2.102911491,6.343965154,1.946147295,2.039735658,4.894537588,2.035461748,4.124727612
Austria,0.164828953,0.078476509,0.115661959,0.066152745,0.068120666,0.154212866,0.131192316,0.029627029,0.116781502,0.090268036,0.06020447,0.075864937,0.246551674,0.156621267,0.0798116,0.061646852,0.013233607,0.094712545,0.07873975,0.405076965,0.074891157,0.088186389,0.165880953,0.094117747,0.164713702,0.189594907,0.458813945,0.042071016,0.121470508,0.361889085,0.104875024,0.112823008,0.121335824,0.087797051,0.101886443,0.299820513,0.063916035,0.136873669,0.134582449,0.036411449,0.171350631,0.02577984,0.119524207,0.023077153,0.125501818,0.523394689,0.143850553,0.077180675,0.429286101,0.292252058,0
Belgium,0.04819908,0.022670992,0.054137395,0.094503922,0.063447405,0.181274258,0.137905373,0.108632438,0.231439704,0.077978341,0.090634413,0.076250039,0.079595422,0.051831093,0.043840174,0.011742257,0.027937616,0.142919528,0.126916044,0.207731777,0.122707959,0.109499538,0.104858899,0.062249435,0.196500556,0.093627114,0.291582694,0.040668649,0.056652212,0.073830215,0.075762393,0.084358487,0.117447588,0.105932967,0.024699744,0.060627504,0.042050023,0.09393291,0.075821098,0.047874313,0.153113756,0.031508694,0.046081622,0.040079188,0.087322048,0.119432345,0.11464992,0.081218665,0.405624662,0.11779372,0.326865207
France,0.548041392,0.483066513,0.340654018,0.373290492,0.389686906,0.41018398,0.667086073,0.276518934,2.178505834,0.426103221,0.339410895,0.32926153,0.387299677,0.290569956,0.301541713,0.125642155,0.24702734,0.445772815,0.494195534,1.017885706,0.469325194,0.651388504,0.457155673,0.341628301,0.362659115,0.505976531,0.934779812,0.198434958,0.352842903,0.975527099,0.324114002,0.325013068,0.56937493,0.368363276,0.944765198,0.500315116,0.224967621,0.594095158,0.459498154,0.383668791,0.765948716,0.114577067,0.441231531,0.235415986,0.311864458,1.32780666,0.495381246,0.420409838,0.780827474,0.333119267,0.570717028
Germany,3.673840991,2.183390883,1.622116762,1.865102402,0.720915042,2.559525795,1.338967187,1.514270352,1.786756978,1.238628914,1.633292042,1.08059398,2.482988905,1.063073195,1.860678174,1.409070894,1.630184388,2.907164692,1.818266586,4.53063005,1.214088271,1.068591235,2.595112119,1.439385409,2.645533224,3.006990825,9.600788988,1.517361306,1.106164203,2.826123793,0.895387287,2.395677533,0.937933924,1.881571267,1.377010714,2.616012295,2.256404218,2.029438818,2.057650795,1.006034861,3.489701865,1.893386039,2.063592638,0.730030073,1.874966923,3.969369116,1.793686299,1.680262763,4.103569497,2.955145662,3.626647297
Netherlands,0.152927945,0.357504098,0.293270606,0.135005603,0.173044458,0.281178987,0.244163476,0.195318929,0.325926555,0.172191776,0.204489212,0.144798053,0.482425913,0.128195945,0.192784357,0.235432262,0.127434739,0.179783692,0.26626468,0.803921976,0.149673143,0.209334814,0.558082364,0.161466112,0.433457109,0.178671743,1.114875005,0.094659786,0.145968761,0.734671153,0.120573986,0.211672523,0.122410807,0.203458555,0.108061379,0.343862986,0.120683565,0.528708093,0.203824951,0.182731533,0.260635327,0.44971499,0.198438985,0.108045861,0.595755619,0.846564564,0.203842878,0.331023419,0.378583018,0.370552257,0.435820276
Switzerland,0.036298073,0.176136165,0.086007752,0.028351177,0.093914391,0.250410555,0.094366402,0.093270275,0.182603803,0.074055615,0.044942684,0.169829631,0.288290737,0.044047969,0.048898656,0.039923675,0.040190956,0.044236997,0.060608886,0.180726646,0.076528718,0.140735813,0.066847548,0.079883235,0.017338284,0.095577679,0.617469234,0.051186403,0.069071465,0.480501561,0.075812073,0.078148047,0.104136099,0.091760529,0.021612276,0.081082376,0.029855516,0.175666741,0.107822061,0.105862918,0.165271672,0.297900375,0.061346159,0.039664504,0.138354414,0.519881973,0.079927373,0.104345336,0.111546782,0.140459567,0.549963682
Greece,0.157688348,0.287747201,0.138034528,0.045901905,0.102658837,0.140311466,0.781399845,0.723118958,0.242056204,0.216883637,0.075559888,0.01925506,0.132982596,0.678541758,0.390627196,0.12681638,0.044112025,0.116263902,0.121217772,0.477783086,0.361573631,0.837425544,0.395405433,0.097092123,0.359769401,0.215342363,0.060031731,0.126914231,0.138993564,1.031202343,0.440763248,0.233926603,0.66367608,0.250419768,0.058661891,0.560205507,0.045414025,0.176886649,0.653956969,0.4753717,0.400071428,0.037237547,0.220903776,0.082211061,0.174266079,0.488267528,0.276938052,0.090763006,0.466468361,0.324877141,0.181591782
Italy,0.236830048,0.347040564,0.508764876,0.222759245,0.300952284,0.396467932,3.087814459,1.094005465,1.057403416,0.683234475,0.240256098,0.232986229,0.335853855,0.926135335,0.386973848,0.225451343,0.214188388,0.312494683,0.391108625,0.631504601,0.451857868,1.526176775,1.149806958,0.230726576,0.244180838,0.831720866,0.698940869,0.238402423,0.306738551,1.008206047,1.829177414,0.252040389,1.998598863,0.52690241,0.129673655,1.407332058,0.151800582,0.244957511,1.952393271,1.778092445,0.492015669,0.045830827,0.35482849,0.141386437,0.228322585,0.814950119,0.490420882,0.207405857,2.078826393,0.72255973,0.669295424
Portugal,0.456998685,0.066269052,0.058253103,0.011475476,0.247654171,0.050786449,1.710870549,0.097659465,0.057329101,0.237426928,0.054212113,0.057765181,0.172780307,0.025661749,0.053395084,0.029355644,0.063227236,0.049908407,0.052320492,0.508942853,0.176310814,4.459280237,0.040778461,0.035480054,0.130037133,0.047593783,0.021439904,0.013322488,0.097312508,1.353150493,1.479329038,0.042955549,0.242740264,0.108695391,0,0.051782154,0.179974097,0.035865293,0.36115373,11.11425778,0.299388685,0,0.096195386,0.035455464,0.040069858,0.101868765,0.188587419,0.058183767,0.236614386,0.044301428,0.202345128
Spain,0.135671485,0.083708277,0.206102013,0.185632704,0.146266384,0.306016155,0.443061768,0.17447028,1.603091525,0.490816854,0.182954176,0.150959672,0.410595898,0.166265573,0.479431651,0.352854836,0.274964955,0.349358847,0.308224678,0.517252124,0.257315534,0.446022941,0.212047996,0.189510227,0.439236538,0.336667499,0.939067793,0.221574017,0.098503395,0.292900196,0.502664849,0.372626447,0.315061447,0.222194998,0.373583624,0.308113029,0.176189595,0.159807938,0.284106114,0.233977277,0.487076515,0.229154135,0.148037211,0.20014713,0.34513,0.263453702,0.2832087,0.173266486,0.571254732,0.2568796,0.39950192
Albania,0.01547131,0.020927069,0.138140059,0.012825532,0.014373384,0.022983648,1.120313327,0.062545949,0.348221205,0.235612951,0.035579625,0.001540405,0.170838955,0.296548297,0.07194285,0.052253046,0.037740288,0.09754825,0.006734321,0.243046179,0.081223062,0.868575531,1.7300262,0.034842687,0,0.345249984,0.017151923,0.021035508,0.038618775,0.548280119,0.205278825,0.021736543,0.556703856,0.08311294,0,0.33944031,0.087043547,0.013662969,0.744942287,0.161828664,0.147794668,0.02577984,0.116356096,0.050840232,0.017388806,0.045665308,0.121201344,0.029275429,0.199432125,0.338270596,0
Belarus,0.052959483,0.106379268,0.056564608,0.064127661,0.096093335,0.249854499,0.1528659,0.066935139,0.161370803,0.077116702,0.067788548,0.017714655,0.071830015,0.332361947,0.041029907,0.116248349,0.053424564,0.188290807,0.041441973,0.13918029,0.107205708,0.239276768,0.08825624,0.354800536,0.040455997,0.353052244,0.934779812,0.172491165,0.020755465,0.03509961,0.218096332,0.007245514,0.375580691,0.122267302,0.018524808,0.189069359,0.033219518,0.181522299,0.399733288,0.115302923,0.128797924,0.232018561,0.06278621,0.02316009,0.040069858,0.182661234,0.110999841,0.343412707,0.250135208,0.154883288,0.093390059
Bosnia_and_Herzegovina,0.039273324,0.020927069,0.402706237,0.008100336,0.049226929,0.282105747,0.509425132,0.010972974,0.0254796,0.160264877,0.333512168,0.040820728,0.941555605,0.566081259,0.391470276,3.256715103,0.108809662,1.767778452,0.11655555,0.247200814,0.058733881,0.172834968,0.891591918,0.522640311,0.044790568,3.633902378,0,0.475402479,0.142566226,1.008206047,0.051766829,0.020183933,0.201822302,0.24201239,1.216462379,0.452587081,0.034060518,0.160783864,0.358366189,0.107885776,0.223781644,0.512732377,0.227528009,0.088659394,0.643763845,3.435436279,0.244555299,0.297159366,0,0.423782655,0.025941683
Bulgaria,0.088067455,0.139513794,0.182146479,0.035776485,0.091878799,0.19814129,0.208296571,0.312729747,0.336543055,0.137590163,0.199620422,0.129779106,0.500868755,0.752537834,0.240558906,0.179656539,0.164194759,0.199633627,0.185452831,0.587880928,0.166157931,0.262056814,0.218164765,0.107077527,0.108364277,0.543037264,0.304446636,0.028047344,0.334128959,0.290479533,0.143973387,0.038297718,0.10726956,0.112418659,0.067924295,0.207128615,0.064757035,0.131750056,0.23894796,0.111257206,0.177809523,0,0.139108897,0.04642385,0.137220362,0.101868765,0.245116849,0.249621209,0.108166577,0.23558744,0.160838435
Croatia,0.130911082,0.041854138,0.094133638,0.016200672,0.04747804,0.076550377,0.097243427,0.103145952,0.089178601,0.076459135,0.063575172,0.039280323,0.167926928,0.202981613,0.288614482,0.253632761,0.054404831,0.139516682,0.121735797,0.064396851,0.015611422,0.068081273,0.113888416,0.067560821,0.002889714,0.227435865,0.038591827,0.045576934,0.106159099,0.278376219,0.123803203,0.004657831,0.147661466,0.053807221,0.262434777,0.442267506,0.028173515,0.067582899,0.091431324,0.028320016,0.021276353,0.541376643,0.080354828,0.024030925,0.148560887,0.154559505,0.041648338,0.028633021,0.070984316,0.29431259,0.083013386
Czechia_and_Slovakia,0.166614104,0.282515434,0.127692491,0.134330575,0.090483511,0.328443748,0.234189792,0.155816225,0.271782404,0.185116363,0.164977103,0.11514526,0.165985576,0.287975581,0.108757356,0.077498899,0.118612334,0.13214385,0.060608886,0.637736555,0.130786597,0.163947299,0.211028535,0.10877717,0.218173412,0.143951688,0.578877407,0.068014809,0.165533339,0.288058871,0.1811839,0.140769991,0.201250502,0.151212704,0.058661891,0.29816201,0.043732024,0.258864461,0.223226232,0.009440005,0.243158323,0.103119361,0.20938337,0.042090404,0.227944568,0.509343825,0.129250236,0.168402544,0.169010276,0.309766576,0.274981841
Hungary,0.092827858,0.054061595,0.185523471,0.051977157,0.108230435,0.166446098,0.309951436,0.118508115,0.195343603,0.19371008,0.073312753,0.043901537,0.041739063,0.092382296,0.155969851,0.073389109,0.054894964,0.084504007,0.084956046,0.37183988,0.111026686,0.165241619,0.146074272,0.097729489,0.07802228,0.181402534,0.578877407,0.098165704,0.266078255,0.416353998,0.224207004,0.061586871,0.20667116,0.163703666,0.012349872,0.479675965,0.056767531,0.159563956,0.258014736,0.167222953,0.200225681,0.037237547,0.139972927,0.051711068,0.154609168,0.432064072,0.130279746,0.156380346,0.277176852,0.435115579,0.072636713
Latvia,0.038678274,0.113354958,0.027332525,0.00337514,0.032101195,0.087856849,0.087845147,0.104243249,0.111473252,0.029613176,0.043725486,0.046982347,0.059211229,0.096217458,0.086275215,0.058711287,0.04068109,0.05160983,0.033153579,0.110097842,0.063100712,0.09034359,0.138938041,0.140008116,0.033231712,0.037450846,0.115775481,0.088349133,0.036917507,0.071409552,0.076159835,0.099367053,0.070971736,0.050083954,0,0.112593936,0.013456007,0.05538382,0.094776372,0.043828596,0.060029711,0.022915413,0.053569886,0.008853499,0.027595279,0.010538148,0.07131693,0.106180786,0,0.14629774,0
Lithuania,0.042843627,0.156953019,0.040946022,0.007425308,0.038867389,0.095641633,0.216544041,0.076810815,0.106165002,0.065597947,0.042414658,0.046982347,0.015530814,0.571326408,0.149506236,0.071040658,0.008822405,0.050475548,0.020720987,0.035314402,0.057969685,0.106910896,0.159764184,0.03611742,0,0.022626553,0.068607693,0.065210075,0.045934226,0.108929825,0.074570067,0.027429447,0.064110144,0.038313624,0.077186699,0.185199518,0.009251005,0.113451437,0.092323337,0.105188632,0.043312576,0.05155968,0.026784943,0.014887148,0.015498719,0.207250246,0.07028742,0.051943237,0.027041644,0.116076611,0
Moldova,0.159473499,0.683617593,0.021950445,0.056027325,0.095777962,0.118069225,0.054471663,0.024140542,0.01167815,0.063058379,0.083705749,0.014633846,0.030090952,0.218153065,0.048617629,0.032291208,0.101947791,0.026655626,0.083919996,0.020773178,0.108297416,0.193285236,0.061458966,0.353738259,0.020227998,0.172429936,0.484541829,0.048381668,0.045423845,0.071409552,0.101794848,0.003622757,0.151481086,0.173071888,0.256259841,0.09545607,0.068962037,0.353529316,0.128338358,0.006742861,0.180089133,0.111712641,0.089859163,0.018308289,0.119831555,0.656877898,0.089941692,0.451337171,0.104786371,0.03571588,0.093390059
North_Macedonia,0,0.190087545,0.009708851,0.014850616,0.007846109,0.023354352,0.196596672,0,0.01592475,0.021745051,0.013014652,0.006931822,0.139777327,0.206478379,0.28439908,0.087479818,0.01225334,0.04026701,0.040923949,0,0.006768589,0.008887669,0.60075411,0.014446968,0,0.058126834,0,0.016127223,0.070772733,0.047202924,0.22356116,0,0.09082461,0.008407378,0.040137084,0.257067988,0,0.051236133,0.036907034,0.040457166,0.088904762,0,0.027072953,0.011963627,0.004914228,0.080792469,0.029949367,0.017895638,0,0.252071693,0
Poland,0.149357643,0.369711555,0.536836118,0.249760365,0.209838027,0.820182609,4.243994691,0.679227064,0.744216662,0.560609623,0.2800491,0.137866231,0.283437357,7.076325937,0.701723818,0.223102892,0.15341182,0.255213444,0.15644345,1.300400922,0.391049743,0.978679085,1.688228278,0.492896553,0.271633122,0.593751951,1.35928991,0.328855107,0.438076411,0.859335286,2.372281993,0.187865834,1.548638511,0.412321854,0.185248078,0.894670308,0.206045111,0.339622365,1.239117442,0.685748963,0.702119657,0.211967575,0.415598629,0.156294319,0.272550635,1.429675425,0.354806405,0.405542692,0.283937263,1.506248562,0.461761959
Romania,0.380832237,0.211014614,0.640467544,0.326038531,0.216824027,0.297489963,0.456679684,0.15362163,0.403427006,0.296154437,0.592026232,0.052373764,0.449422933,0.874642639,0.376856884,0.180243652,0.254379344,0.128173863,0.482798991,0.552566526,0.270852711,0.264386591,1.306221482,0.217979252,0.164713702,0.502465514,0.973371639,0.149352106,0.499832425,0.728619496,0.315668358,0.150085652,0.454123051,0.305548149,0.37975856,1.200756277,0.197214606,1.019843022,0.495736178,0.370857355,0.671344931,0.240611842,0.531954725,0.16035822,0.233992848,0.576085429,0.268234017,0.657182896,0.371822607,0.522001326,0.555152018
Russia,0.668241567,1.970632346,0.466235889,0.224109301,0.657333842,1.321003718,1.126642781,0.816389233,1.234698969,0.638451916,0.671705865,0.255322099,0.811485037,0.991671494,0.921205717,0.756788493,0.495034947,1.165474725,0.605570837,0.882860051,1.043126826,1.568285344,0.999654839,1.343780474,0.650185664,1.474627052,1.586552892,0.431227913,0.410175622,1.517755561,1.03841675,0.283092592,1.706249287,0.815996118,1.043564173,1.665505714,0.547911796,1.470477008,1.626028045,0.739691851,1.353707974,0.521325657,0.868926586,0.308421067,0.614278478,1.967120978,0.883974281,1.839671601,1.01744186,1.317366503,2.096087994
Serbia,0,0.188343622,0.100465497,0.033751401,0.041849101,0.050601097,0.085543527,0.107535141,0.452262907,0.085007502,0.0364223,0.038125019,0.097067588,0.386731015,0.152878557,0.075737561,0.022056012,0.1037868,0.024865184,0.006231953,0.069541788,0.114417957,0.161948744,0.068410642,0.011558856,0.168528806,0,0.053991137,0.170467015,0.169446394,0.085350683,0.093156612,0.112187034,0.031467616,0.154373398,0.271073125,0.019763511,0.044404648,0.088086275,0.053268602,0.040653032,0.02577984,0.029089024,0.034957843,0.058592716,0.077279753,0.064110363,0.045427389,0.047322877,0.261000663,0.140085089
Ukraine,0.59386027,0.938230268,0.22731374,0.147156107,0.546972248,0.668379319,0.880944892,0.404902725,0.61469536,0.423949123,0.345309622,0.112064451,1.498723561,1.490806608,0.71633721,0.4332893,0.445041318,0.581886651,0.281287395,0.481937722,0.686138367,0.906628562,0.844987963,0.956899171,0.257184552,1.168388365,2.276917799,0.65490548,0.253148621,0.999733727,1.055009956,0.228233699,1.695499459,0.642323703,0.271697181,1.731477284,0.343128185,2.336367651,2.103812463,0.540103166,1.511001014,4.124774426,0.795772011,0.139976512,0.220384217,0.888717156,0.442876262,3.145686096,0.388723634,0.642885843,1.930061222
China,4.882983345,2.450211015,2.443358882,2.341672179,6.470431111,3.504450302,4.209854001,6.662789549,3.953584661,1.282005642,3.412273285,7.259927909,2.944059949,4.242648473,6.157015271,5.831792162,4.030368679,4.187769038,3.688335639,5.577598205,4.748819864,8.580915326,5.239886578,3.8027394,4.685671353,7.269365208,3.987822135,3.021400123,3.088821481,5.296410157,3.761292323,1.846053524,9.188564104,3.270109848,2.741671555,6.622771617,2.983449111,5.44396109,7.35910656,3.146893227,3.63027777,3.190971327,3.92586619,2.303962387,2.843447822,6.31235071,3.920372121,6.993156524,7.568280151,5.340897774,3.486562208
Hong Kong,0.27312812,0.078476509,0.251480336,0.062777605,0.985522925,0.211857338,0.247999509,0.707756795,0.431029907,0.119994585,0.16610067,1.485720447,0.200929907,0.288539576,0.276811358,0.154997798,0.245556939,0.112861056,0.122771846,0.049855626,0.445416792,0.71714,0.257195578,0.264931897,0.086691422,0.360854503,0.450237983,0.147949739,0.391801932,0.502287526,0.462225119,0.057446577,0.942028008,0.232043641,0.095711507,0.365792083,0.090407549,0.636791935,0.356916668,0.252857287,0.251896825,0.349460056,0.120676248,0.186379628,0.441146452,0.418013208,0.307261786,0.772357388,0.084505138,0.182357042,0.243851821
Taiwan,0.729531755,0.371455478,0.507604035,0.296337298,1.717906092,0.510459413,0.437307719,0.737383824,0.279213954,0.169629534,0.519088001,1.001648233,0.316440337,0.422883061,0.548283208,0.371055335,0.662660641,0.524605412,0.615413306,0.606576788,0.980790309,0.738021708,0.713768702,0.443181987,0.943491642,1.020145434,0.767548561,0.393363998,0.813546173,0.681416572,0.73208828,0.300171305,0.696497363,0.432619667,0.271697181,0.726977212,0.472221755,0.752195224,0.708258256,0.374903071,0.45478205,0.057288534,0.567091962,0.589099788,0.533760745,1.064352958,0.716819377,1.409625651,0.777447269,0.574888302,0.555152018
Japan,1.177604684,1.454431307,0.56279674,0.554873027,0.999867639,0.868003425,0.587680198,0.557427057,0.825963713,0.237426928,0.710562561,9.207769802,0.908552625,0.636298572,1.45515656,0.604139146,0.801858587,1.734317134,0.95316539,1.022040342,0.558408552,0.661139054,1.502249369,0.580428183,0.800450795,0.66709319,1.998199048,0.994979525,0.803678821,1.017888698,0.472210851,0.641745548,0.648466217,0.791734826,1.738244466,1.438475062,0.682051368,1.473404787,0.489380586,0.492228853,0.903105208,0.698920111,1.112007143,0.327289179,0.662286704,0.916818884,0.761556244,1.713576182,2.295159546,0.6281187,0.674483761
Korea,5.607159646,6.902444979,1.156302996,1.482361518,3.037839558,2.907987559,1.526740983,2.173746063,2.128608283,0.491224999,4.053361947,6.668412459,1.412333408,2.207023198,2.280813179,3.189784236,2.013468872,2.418289163,0.965597982,2.201956833,3.721741143,1.472160454,2.883765367,2.822257679,1.304705899,2.751466825,3.078770207,1.778201604,1.978233982,2.651836073,3.378456256,0.988495158,1.979866716,1.934657856,2.315600976,2.244691869,1.991489075,2.847753052,3.039422511,0.739691851,1.818748267,3.460227435,2.448662193,1.191718267,1.787644875,2.371083322,5.201175513,4.459684798,3.343023256,2.149477827,2.614921656
Afghanistan,0.045223828,0.017439224,0.248842061,0.033076373,0.428869668,0.269316459,0.180868938,0.262254068,0.079623751,0.03324113,0.164789841,0.032348501,0.401859815,0.043878771,0.075034145,0.050491707,0.110280062,0.244437765,0.007252345,0.729138536,0.302075555,0.052117983,0.12248102,0.071172563,0.07802228,0.286342925,0,0.478908397,0.114155057,0.07867154,0.097025544,0.086946171,0.189768771,0.076387037,1.222637315,0.15055523,0.010933006,0.182254243,0.151976701,0,0.08016626,0.360917762,0.068258403,0.219346989,0.218116112,0.003512716,1.654702519,0.411966767,0,0.07486598,0.020753346
Bangladesh,0.552801795,0.102891423,0.234489847,0.40434178,0.14894228,0.20462861,0.57387048,0.984275729,0.349282855,0.246927633,0.762153017,0.052758865,0.018442842,0.151376118,0.345381887,0.300601791,0.412202366,0.203603614,0.333089862,0.15787615,0.548037328,0.364308155,2.30762397,0.244323723,0.049125139,0.411959303,0.012863942,0.098165704,0.147670029,0.114981482,0.624977644,0.111787934,2.386850627,0.255464195,0.305659329,0.345705767,0.40662372,0.192745452,0.944418675,0.066754324,0.097643264,0.211967575,0.201607097,0.317917325,0.076737558,0.042152592,1.04083409,0.110585866,0.865332612,0.286413885,0.570717028
India,5.899329378,0.791740783,4.641463757,5.994248761,4.907010226,4.018616755,8.198560721,12.1196493,3.368615502,2.060814036,9.399106951,0.532594966,1.872433776,9.056341357,9.127187091,6.232203141,6.629547215,7.515752341,3.511689227,3.066121025,6.58878423,6.764896985,11.07542996,6.497311377,6.857291471,8.356219961,0.668925003,4.608879789,1.758089953,9.009706858,13.07256497,1.634381,3.609357657,9.122005472,4.226743648,11.85719182,3.919482617,4.926964113,10.48003675,4.78001416,6.152285498,3.531838103,6.676651018,5.752928912,3.301227045,4.046648869,8.823457842,8.123701993,8.284883721,8.219116925,2.054581301
Iran,0.611116731,0.38715078,0.642683695,0.358439875,1.987569508,0.637981591,0.329515202,0.63094598,1.591413375,0.214661515,0.594273366,0.16944453,0.601819047,0.360787269,0.438401745,0.225451343,0.731279347,0.8053402,0.372459737,0.666819003,1.359831266,0.606173565,0.548179023,0.459328598,0.38433197,0.674505337,0.681788946,0.246816626,0.790408934,0.502287526,0.224952208,0.543931106,0.414600279,0.470933291,0.873753435,0.584161664,0.90743949,1.072299063,0.48414001,0.184080105,0.477578143,0.065881814,0.880735002,0.613275853,0.852051501,0.456653084,1.359794847,0.872389416,1.203353164,0.371925944,0.731555463
Kazakhstan,0.152927945,0.101147501,0.029443145,0,0.053068751,0.126039361,0.060033911,0.071324328,0.197466903,0.058364713,0.035673255,0.016559352,0.048533794,0.086685952,0.060982807,0.062821077,0.07744111,0.089041135,0.066825182,0.189035917,0.064629103,0.089566998,0.07281868,0.104528062,0.040455997,0.04330254,0.458813945,0.031553262,0.027220282,0.104088499,0.043470226,0.037262645,0.116921533,0.10088854,0.006174936,0.151292343,0.068541537,0.263256129,0.116965194,0.078891474,0.166031542,0,0.037441318,0.040887821,0.0366677,0.235351974,0.091158385,0.252374384,0.111546782,0.059411993,0
Nepal,0.530189881,0.38017509,0.143944263,0.290937074,0.139213487,0.745856456,0.211365397,0.082297302,0.414043506,0.039454002,0.294655472,0.105902831,0.999796158,0.173879498,0.134049764,0.996330545,0.848911413,1.382689723,0.532011334,0.261742039,0.943890585,0.462158806,0.340791423,0.626743462,0.616953952,0.634713813,0.390206252,1.119790206,0.117217339,2.56227155,0.101894209,0.260320976,0.330614389,0.503121539,3.442526784,1.493205665,0.297714161,0.12784635,0.7389212,0.129462931,0.037233618,2.1254046,0.50171366,0.448729326,0.539431008,2.472952087,0.789259408,0.216858425,1.250676041,0.366774616,0.098578396
Pakistan,1.047883703,0.261588365,0.265727019,0.768856908,0.487079962,0.338452756,1.097297131,0.901978427,0.405550306,0.308693553,1.020667081,0.036969716,0.201900583,1.71132845,0.737414217,0.678702481,0.847441012,0.714030501,1.094586124,0.490246993,1.78887244,0.591159444,1.531668116,0.692392184,0.712314516,1.151223394,0.647485099,0.332361025,0.289385621,0.476870567,1.268386663,0.325530605,1.417376251,0.750778884,0.537219426,0.811929429,0.846887457,0.222999168,1.23967495,0.382994505,0.473018925,0.443986136,0.681719997,1.226966389,0.461937415,0.418013208,2.456316041,0.518789961,1.203353164,1.019963116,0.249040158
Sri_Lanka,0.026777267,0.11509888,0.078515052,0.063452633,0.10688293,0.065614609,0.215393232,0.17447028,0.187912053,0.041812172,0.068537593,0.078560646,0.018442842,0.067510139,0.182667394,0.166152943,0.250458275,0.19566364,0.121217772,0.004154636,0.356115092,0.169038294,0.171997722,0.15275544,0.011558856,0.081923725,0.441662021,0.095360969,0.117387465,0.068988889,0.135726464,0.093674149,0.160469772,0.108214969,0.33344654,0.256699431,0.077792542,0.202748697,0.152868714,0.076194329,0.018616809,0,0.119812217,0.116567613,0.043850033,0,0.214325157,0.090579461,0.283937263,0.048422491,0.259416831
